SUBDIVISION,YEAR,VALUE
MAHARASHTRA,1905,537.8
MAHARASHTRA,1906,744.3
MAHARASHTRA,1907,815.1
MAHARASHTRA,1908,722
MAHARASHTRA,1909,755.2
MAHARASHTRA,1910,915.2
MAHARASHTRA,1911,544.3
MAHARASHTRA,1912,764.9
MAHARASHTRA,1913,732.5
MAHARASHTRA,1914,1039
MAHARASHTRA,1915,908.1
MAHARASHTRA,1916,1072.4
MAHARASHTRA,1917,938.2
MAHARASHTRA,1918,438
MAHARASHTRA,1919,879.1
MAHARASHTRA,1920,600.3
MAHARASHTRA,1921,734.3
MAHARASHTRA,1922,805.2
MAHARASHTRA,1923,680.9
MAHARASHTRA,1924,748.2
MAHARASHTRA,1925,661.8
MAHARASHTRA,1926,787.1
MAHARASHTRA,1927,925.2
MAHARASHTRA,1928,831.7
MAHARASHTRA,1929,690.4
MAHARASHTRA,1930,929.1
MAHARASHTRA,1931,1132.4
MAHARASHTRA,1932,1045.1
MAHARASHTRA,1933,1152.4
MAHARASHTRA,1934,858.3
MAHARASHTRA,1935,819
MAHARASHTRA,1936,735.6
MAHARASHTRA,1937,914.4
MAHARASHTRA,1938,1126.3
MAHARASHTRA,1939,821.9
MAHARASHTRA,1940,893.2
MAHARASHTRA,1941,774.3
MAHARASHTRA,1942,941.3
MAHARASHTRA,1943,993.2
MAHARASHTRA,1944,1086
MAHARASHTRA,1945,793.4
MAHARASHTRA,1946,1103.6
MAHARASHTRA,1947,905.7
MAHARASHTRA,1948,1016.3
MAHARASHTRA,1949,953.7
MAHARASHTRA,1950,932.6
MAHARASHTRA,1951,797
MAHARASHTRA,1952,683.3
MAHARASHTRA,1953,893.6
MAHARASHTRA,1954,985.1
MAHARASHTRA,1955,981
MAHARASHTRA,1956,1233.8
MAHARASHTRA,1957,849.8
MAHARASHTRA,1958,1054.1
MAHARASHTRA,1959,1118.9
MAHARASHTRA,1960,885.9
MAHARASHTRA,1961,1070.5
MAHARASHTRA,1962,899
MAHARASHTRA,1963,899.9
MAHARASHTRA,1964,945.7
MAHARASHTRA,1965,790.7
MAHARASHTRA,1966,837.3
MAHARASHTRA,1967,913
MAHARASHTRA,1968,824
MAHARASHTRA,1969,984.1
MAHARASHTRA,1970,941.4
MAHARASHTRA,1971,773.2
MAHARASHTRA,1972,519.9
MAHARASHTRA,1973,980.6
MAHARASHTRA,1974,911.8
MAHARASHTRA,1975,1040.7
MAHARASHTRA,1976,1025.8
MAHARASHTRA,1977,947.2
MAHARASHTRA,1978,883.6
MAHARASHTRA,1979,1026.8
MAHARASHTRA,1980,939.5
MAHARASHTRA,1981,929.8
MAHARASHTRA,1982,751.9
MAHARASHTRA,1983,918.8
MAHARASHTRA,1984,779.9
MAHARASHTRA,1985,656.1
MAHARASHTRA,1986,644.1
MAHARASHTRA,1987,807.6
MAHARASHTRA,1988,976.6
MAHARASHTRA,1989,816.6
MAHARASHTRA,1990,1022.5
MAHARASHTRA,1991,880.5
MAHARASHTRA,1992,791.3
MAHARASHTRA,1993,1019.8
CHHATTISGARH,1901,1387
CHHATTISGARH,1902,923.9
CHHATTISGARH,1903,1331.2
CHHATTISGARH,1904,1492.4
CHHATTISGARH,1905,1251.1
CHHATTISGARH,1906,1394.6
CHHATTISGARH,1907,1308.8
CHHATTISGARH,1908,1488.7
CHHATTISGARH,1909,1284.1
CHHATTISGARH,1910,1407.2
CHHATTISGARH,1911,1504.1
CHHATTISGARH,1912,1227
CHHATTISGARH,1913,1234.6
CHHATTISGARH,1914,1418.1
CHHATTISGARH,1915,1455.9
CHHATTISGARH,1916,1443
CHHATTISGARH,1917,1727.7
CHHATTISGARH,1918,1377.2
CHHATTISGARH,1919,1859
CHHATTISGARH,1920,1203.4
CHHATTISGARH,1921,1319.4
CHHATTISGARH,1922,1308.8
CHHATTISGARH,1923,1387.2
CHHATTISGARH,1924,1334.2
CHHATTISGARH,1925,1737.1
CHHATTISGARH,1926,1634.9
CHHATTISGARH,1927,1537.1
CHHATTISGARH,1928,1219.2
CHHATTISGARH,1929,1663.8
CHHATTISGARH,1930,1383.5
CHHATTISGARH,1931,1467
CHHATTISGARH,1932,1357.6
CHHATTISGARH,1933,1650.6
CHHATTISGARH,1934,1529.2
CHHATTISGARH,1935,1269.2
CHHATTISGARH,1936,1826.2
CHHATTISGARH,1937,1616.8
CHHATTISGARH,1938,1505.8
CHHATTISGARH,1939,1480.3
CHHATTISGARH,1940,1448.4
CHHATTISGARH,1941,1005.1
CHHATTISGARH,1942,1598.3
CHHATTISGARH,1943,1645.1
CHHATTISGARH,1944,1792.7
CHHATTISGARH,1945,1585.6
CHHATTISGARH,1946,1599
CHHATTISGARH,1947,1599.6
CHHATTISGARH,1948,1491.7
CHHATTISGARH,1949,1499.6
CHHATTISGARH,1950,1292.2
CHHATTISGARH,1951,1411.6
CHHATTISGARH,1952,1396.4
CHHATTISGARH,1953,1370.2
CHHATTISGARH,1954,1193.7
CHHATTISGARH,1955,1440.7
CHHATTISGARH,1956,1557
CHHATTISGARH,1957,1222.4
CHHATTISGARH,1958,1520.9
CHHATTISGARH,1959,1544.2
CHHATTISGARH,1960,1364.3
CHHATTISGARH,1961,1974
CHHATTISGARH,1962,1124.7
CHHATTISGARH,1963,1337.2
CHHATTISGARH,1964,1509.1
CHHATTISGARH,1965,941.6
CHHATTISGARH,1966,1087.1
CHHATTISGARH,1967,1472.5
CHHATTISGARH,1968,1168
CHHATTISGARH,1969,1172.6
CHHATTISGARH,1970,1501.5
CHHATTISGARH,1971,1533.8
CHHATTISGARH,1972,1198.9
CHHATTISGARH,1973,1467.3
CHHATTISGARH,1974,951
CHHATTISGARH,1975,1475.5
CHHATTISGARH,1976,1379.3
CHHATTISGARH,1977,1465.5
CHHATTISGARH,1978,1370.4
CHHATTISGARH,1979,904.6
CHHATTISGARH,1980,1495.4
CHHATTISGARH,1981,1216.2
CHHATTISGARH,1982,1197.4
CHHATTISGARH,1983,1371.9
CHHATTISGARH,1984,1254.7
CHHATTISGARH,1985,1237.5
CHHATTISGARH,1986,1368.6
CHHATTISGARH,1987,1142.8
CHHATTISGARH,1988,1206.3
CHHATTISGARH,1989,1187.2
CHHATTISGARH,1990,1643.8
CHHATTISGARH,1991,1220.8
CHHATTISGARH,1992,1156.6
CHHATTISGARH,1993,1205.3
 ANDHRA PRADESH,1901,993.8
 ANDHRA PRADESH,1902,1063.6
 ANDHRA PRADESH,1903,1316.2
 ANDHRA PRADESH,1904,860.2
 ANDHRA PRADESH,1905,795.2
 ANDHRA PRADESH,1906,1021.5
 ANDHRA PRADESH,1907,817.9
 ANDHRA PRADESH,1908,842.3
 ANDHRA PRADESH,1909,867.6
 ANDHRA PRADESH,1910,1254.6
 ANDHRA PRADESH,1911,819.5
 ANDHRA PRADESH,1912,903.6
 ANDHRA PRADESH,1913,841
 ANDHRA PRADESH,1914,1013.2
 ANDHRA PRADESH,1915,1347.4
 ANDHRA PRADESH,1916,1351.2
 ANDHRA PRADESH,1917,1289.6
 ANDHRA PRADESH,1918,778
 ANDHRA PRADESH,1919,1141.4
 ANDHRA PRADESH,1920,723.5
 ANDHRA PRADESH,1921,1015
 ANDHRA PRADESH,1922,853.3
 ANDHRA PRADESH,1923,1126.4
 ANDHRA PRADESH,1924,1182
 ANDHRA PRADESH,1925,1238.5
 ANDHRA PRADESH,1926,870.7
 ANDHRA PRADESH,1927,1053
 ANDHRA PRADESH,1928,1101.3
 ANDHRA PRADESH,1929,859.1
 ANDHRA PRADESH,1930,1222.7
 ANDHRA PRADESH,1931,1287.1
 ANDHRA PRADESH,1932,971.5
 ANDHRA PRADESH,1933,1087.3
 ANDHRA PRADESH,1934,884.2
 ANDHRA PRADESH,1935,751.1
 ANDHRA PRADESH,1936,1328.7
 ANDHRA PRADESH,1937,892.2
 ANDHRA PRADESH,1938,1206.2
 ANDHRA PRADESH,1939,1070.3
 ANDHRA PRADESH,1940,1069
 ANDHRA PRADESH,1941,1026.5
 ANDHRA PRADESH,1942,879.8
 ANDHRA PRADESH,1943,977.9
 ANDHRA PRADESH,1944,1155.9
 ANDHRA PRADESH,1945,991.5
 ANDHRA PRADESH,1946,970.2
 ANDHRA PRADESH,1947,1126.2
 ANDHRA PRADESH,1948,1024.6
 ANDHRA PRADESH,1949,1217.3
 ANDHRA PRADESH,1950,986
 ANDHRA PRADESH,1951,1096.1
 ANDHRA PRADESH,1952,916.7
 ANDHRA PRADESH,1953,990
 ANDHRA PRADESH,1954,1153.5
 ANDHRA PRADESH,1955,1378.9
 ANDHRA PRADESH,1956,1408.5
 ANDHRA PRADESH,1957,1017.6
 ANDHRA PRADESH,1958,1605.3
 ANDHRA PRADESH,1959,1120.7
 ANDHRA PRADESH,1960,943.6
 ANDHRA PRADESH,1961,1119.2
 ANDHRA PRADESH,1962,1345.5
 ANDHRA PRADESH,1963,1023.9
 ANDHRA PRADESH,1964,1061
 ANDHRA PRADESH,1965,754.2
 ANDHRA PRADESH,1966,954.7
 ANDHRA PRADESH,1967,843.1
 ANDHRA PRADESH,1968,838.9
 ANDHRA PRADESH,1969,1279.7
 ANDHRA PRADESH,1970,1064.2
 ANDHRA PRADESH,1971,1033.2
 ANDHRA PRADESH,1972,1028.5
 ANDHRA PRADESH,1973,859.1
 ANDHRA PRADESH,1974,944.9
 ANDHRA PRADESH,1975,1192.4
 ANDHRA PRADESH,1976,1090.3
 ANDHRA PRADESH,1977,1132.8
 ANDHRA PRADESH,1978,1038.3
 ANDHRA PRADESH,1979,934.1
 ANDHRA PRADESH,1980,1014.8
 ANDHRA PRADESH,1981,929.3
 ANDHRA PRADESH,1982,888.5
 ANDHRA PRADESH,1983,1196
 ANDHRA PRADESH,1984,785.2
 ANDHRA PRADESH,1985,967.6
 ANDHRA PRADESH,1986,1009.7
 ANDHRA PRADESH,1987,1079.9
 ANDHRA PRADESH,1988,1164.8
 ANDHRA PRADESH,1989,1030
 ANDHRA PRADESH,1990,1611.1
 ANDHRA PRADESH,1991,1122.1
 ANDHRA PRADESH,1992,1001
 ANDHRA PRADESH,1993,869.7
TELANGANA,1901,827.7
TELANGANA,1902,630.4
TELANGANA,1903,1283.4
TELANGANA,1904,526.7
TELANGANA,1905,724.9
TELANGANA,1906,855.2
TELANGANA,1907,843.7
TELANGANA,1908,982.8
TELANGANA,1909,769.5
TELANGANA,1910,975.9
TELANGANA,1911,662
TELANGANA,1912,743.8
TELANGANA,1913,732.2
TELANGANA,1914,1083.5
TELANGANA,1915,1022
TELANGANA,1916,1162.6
TELANGANA,1917,1206
TELANGANA,1918,554.7
TELANGANA,1919,894.6
TELANGANA,1920,437
TELANGANA,1921,1003.3
TELANGANA,1922,767.5
TELANGANA,1923,786.2
TELANGANA,1924,944.5
TELANGANA,1925,1167.9
TELANGANA,1926,763.5
TELANGANA,1927,1005.5
TELANGANA,1928,1006.4
TELANGANA,1929,790.5
TELANGANA,1930,835.8
TELANGANA,1931,1183.1
TELANGANA,1932,949.9
TELANGANA,1933,1396.3
TELANGANA,1934,927.9
TELANGANA,1935,898.5
TELANGANA,1936,1157
TELANGANA,1937,866.1
TELANGANA,1938,1175.3
TELANGANA,1939,740
TELANGANA,1940,1082.6
TELANGANA,1941,594.4
TELANGANA,1942,906.9
TELANGANA,1943,899.3
TELANGANA,1944,960.5
TELANGANA,1945,1027.4
TELANGANA,1946,822.8
TELANGANA,1947,1005.5
TELANGANA,1948,915
TELANGANA,1949,1038.6
TELANGANA,1950,761.3
TELANGANA,1951,900.8
TELANGANA,1952,729.7
TELANGANA,1953,1272.1
TELANGANA,1954,928.4
TELANGANA,1955,1203.2
TELANGANA,1956,1120.5
TELANGANA,1957,983.2
TELANGANA,1958,1113.9
TELANGANA,1959,1224.1
TELANGANA,1960,839.5
TELANGANA,1961,1146.5
TELANGANA,1962,1138.7
TELANGANA,1963,1010.1
TELANGANA,1964,887.5
TELANGANA,1965,778.9
TELANGANA,1966,970.9
TELANGANA,1967,942.1
TELANGANA,1968,748.7
TELANGANA,1969,1047.1
TELANGANA,1970,970.3
TELANGANA,1971,729.1
TELANGANA,1972,670.7
TELANGANA,1973,1042.5
TELANGANA,1974,830.4
TELANGANA,1975,1215.8
TELANGANA,1976,1035.6
TELANGANA,1977,808.6
TELANGANA,1978,1311.7
TELANGANA,1979,791.7
TELANGANA,1980,922.6
TELANGANA,1981,1143.5
TELANGANA,1982,933.2
TELANGANA,1983,1497.5
TELANGANA,1984,742.8
TELANGANA,1985,785.9
TELANGANA,1986,1007.3
TELANGANA,1987,976.9
TELANGANA,1988,1544.9
TELANGANA,1989,1161
TELANGANA,1990,1425.7
TELANGANA,1991,849.1
TELANGANA,1992,863.5
TELANGANA,1993,885.6
TAMIL NADU,1901,960.3
TAMIL NADU,1902,1138.2
TAMIL NADU,1903,1163.9
TAMIL NADU,1904,663.1
TAMIL NADU,1905,821.1
TAMIL NADU,1906,990.2
TAMIL NADU,1907,885.6
TAMIL NADU,1908,765
TAMIL NADU,1909,954.6
TAMIL NADU,1910,943.7
TAMIL NADU,1911,814.9
TAMIL NADU,1912,904.1
TAMIL NADU,1913,878.8
TAMIL NADU,1914,953.3
TAMIL NADU,1915,988.5
TAMIL NADU,1916,897.4
TAMIL NADU,1917,948.3
TAMIL NADU,1918,871.7
TAMIL NADU,1919,1028.6
TAMIL NADU,1920,1154.2
TAMIL NADU,1921,979.4
TAMIL NADU,1922,1080.5
TAMIL NADU,1923,834.1
TAMIL NADU,1924,895.1
TAMIL NADU,1925,1013.3
TAMIL NADU,1926,815.6
TAMIL NADU,1927,829.9
TAMIL NADU,1928,970.8
TAMIL NADU,1929,977.7
TAMIL NADU,1930,1275.4
TAMIL NADU,1931,1039.8
TAMIL NADU,1932,1109.8
TAMIL NADU,1933,1010.9
TAMIL NADU,1934,839.7
TAMIL NADU,1935,893.9
TAMIL NADU,1936,944.5
TAMIL NADU,1937,1020.1
TAMIL NADU,1938,783.2
TAMIL NADU,1939,1055.8
TAMIL NADU,1940,1178.5
TAMIL NADU,1941,1006.9
TAMIL NADU,1942,847.3
TAMIL NADU,1943,1187.3
TAMIL NADU,1944,1227.6
TAMIL NADU,1945,784
TAMIL NADU,1946,1294.1
TAMIL NADU,1947,939.5
TAMIL NADU,1948,906.7
TAMIL NADU,1949,840.7
TAMIL NADU,1950,747.5
TAMIL NADU,1951,855.1
TAMIL NADU,1952,716.4
TAMIL NADU,1953,968
TAMIL NADU,1954,1016.3
TAMIL NADU,1955,1060.6
TAMIL NADU,1956,989.7
TAMIL NADU,1957,866.9
TAMIL NADU,1958,852.5
TAMIL NADU,1959,894.3
TAMIL NADU,1960,1013.9
TAMIL NADU,1961,910.7
TAMIL NADU,1962,941.6
TAMIL NADU,1963,1072.8
TAMIL NADU,1964,910.6
TAMIL NADU,1965,921.8
TAMIL NADU,1966,1166.9
TAMIL NADU,1967,899.1
TAMIL NADU,1968,789.4
TAMIL NADU,1969,961.8
TAMIL NADU,1970,942.1
TAMIL NADU,1971,1047.6
TAMIL NADU,1972,1093.4
TAMIL NADU,1973,858.5
TAMIL NADU,1974,652.8
TAMIL NADU,1975,923.6
TAMIL NADU,1976,858.9
TAMIL NADU,1977,1246
TAMIL NADU,1978,998.8
TAMIL NADU,1979,1103.4
TAMIL NADU,1980,709.1
TAMIL NADU,1981,1045.9
TAMIL NADU,1982,678.6
TAMIL NADU,1983,1007.7
TAMIL NADU,1984,1023.8
TAMIL NADU,1985,1063.5
TAMIL NADU,1986,953
TAMIL NADU,1987,963.5
TAMIL NADU,1988,837.2
TAMIL NADU,1989,856.5
TAMIL NADU,1990,903.2
TAMIL NADU,1991,954.8
TAMIL NADU,1992,918.7
TAMIL NADU,1993,1082.3
 KARNATAKA,1901,3056.9
 KARNATAKA,1902,3699.2
 KARNATAKA,1903,3317.4
 KARNATAKA,1904,3141.1
 KARNATAKA,1905,2652.3
 KARNATAKA,1906,2836
 KARNATAKA,1907,3535.2
 KARNATAKA,1908,3655.5
 KARNATAKA,1909,3172.9
 KARNATAKA,1910,3020.8
 KARNATAKA,1911,2522.3
 KARNATAKA,1912,3395.9
 KARNATAKA,1913,2836.3
 KARNATAKA,1914,3872.7
 KARNATAKA,1915,2648.7
 KARNATAKA,1916,3467.9
 KARNATAKA,1917,3424.1
 KARNATAKA,1918,2510.9
 KARNATAKA,1919,2918.1
 KARNATAKA,1920,2789.2
 KARNATAKA,1921,3007.4
 KARNATAKA,1922,3332.6
 KARNATAKA,1923,3681.1
 KARNATAKA,1924,3528.9
 KARNATAKA,1925,3581.3
 KARNATAKA,1926,2956.4
 KARNATAKA,1927,3216.4
 KARNATAKA,1928,3339.6
 KARNATAKA,1929,3663.6
 KARNATAKA,1930,2913
 KARNATAKA,1931,3842.4
 KARNATAKA,1932,3423.4
 KARNATAKA,1933,4139.5
 KARNATAKA,1934,3011.8
 KARNATAKA,1935,2886
 KARNATAKA,1936,3324.7
 KARNATAKA,1937,3314.2
 KARNATAKA,1938,3150.9
 KARNATAKA,1939,2744.2
 KARNATAKA,1940,3723.9
 KARNATAKA,1941,2515.1
 KARNATAKA,1942,3502.6
 KARNATAKA,1943,3577.2
 KARNATAKA,1944,2984.5
 KARNATAKA,1945,3079.3
 KARNATAKA,1946,4041.4
 KARNATAKA,1947,3338
 KARNATAKA,1948,3626.6
 KARNATAKA,1949,3362.4
 KARNATAKA,1950,3766.1
 KARNATAKA,1951,3124.3
 KARNATAKA,1952,2896.6
 KARNATAKA,1953,3463.3
 KARNATAKA,1954,3821.5
 KARNATAKA,1955,3552.5
 KARNATAKA,1956,3856.6
 KARNATAKA,1957,3174.8
 KARNATAKA,1958,3687.4
 KARNATAKA,1959,4330.8
 KARNATAKA,1960,3504.2
 KARNATAKA,1961,5553.9
 KARNATAKA,1962,4017.7
 KARNATAKA,1963,3171.3
 KARNATAKA,1964,3140.5
 KARNATAKA,1965,2831.1
 KARNATAKA,1966,2976.6
 KARNATAKA,1967,3181.8
 KARNATAKA,1968,3461
 KARNATAKA,1969,3342.9
 KARNATAKA,1970,4042
 KARNATAKA,1971,3235.2
 KARNATAKA,1972,2856.9
 KARNATAKA,1973,3126
 KARNATAKA,1974,3433.5
 KARNATAKA,1975,4300
 KARNATAKA,1976,2933.9
 KARNATAKA,1977,3379
 KARNATAKA,1978,3862.9
 KARNATAKA,1979,2823.4
 KARNATAKA,1980,3762
 KARNATAKA,1981,3848.6
 KARNATAKA,1982,4090.9
 KARNATAKA,1983,3942.2
 KARNATAKA,1984,3359
 KARNATAKA,1985,3015.7
 KARNATAKA,1986,2934.5
 KARNATAKA,1987,2716.2
 KARNATAKA,1988,3466.6
 KARNATAKA,1989,3215.6
 KARNATAKA,1990,4120.4
 KARNATAKA,1991,3719.7
 KARNATAKA,1992,3882.2
 KARNATAKA,1993,3481.3
KERALA,1901,3248.6
KERALA,1902,3326.6
KERALA,1903,3271.2
KERALA,1904,3129.7
KERALA,1905,2741.6
KERALA,1906,2708
KERALA,1907,3671.1
KERALA,1908,2648.3
KERALA,1909,3050.2
KERALA,1910,2848.6
KERALA,1911,2726.7
KERALA,1912,3451.3
KERALA,1913,2610.8
KERALA,1914,2899.1
KERALA,1915,3024.5
KERALA,1916,2945.3
KERALA,1917,2704.8
KERALA,1918,2501.9
KERALA,1919,3003.3
KERALA,1920,3303.1
KERALA,1921,2719.9
KERALA,1922,3267.6
KERALA,1923,3484.7
KERALA,1924,4226.4
KERALA,1925,3062.1
KERALA,1926,2965.4
KERALA,1927,2994.7
KERALA,1928,2502.8
KERALA,1929,3361.6
KERALA,1930,3018
KERALA,1931,3259.6
KERALA,1932,3403
KERALA,1933,4072.9
KERALA,1934,2410.7
KERALA,1935,2498.2
KERALA,1936,3043.3
KERALA,1937,2818.2
KERALA,1938,2634.1
KERALA,1939,2937.5
KERALA,1940,3117.8
KERALA,1941,3111.1
KERALA,1942,3050.9
KERALA,1943,3464.2
KERALA,1944,2490
KERALA,1945,2432.4
KERALA,1946,3565.5
KERALA,1947,2998.1
KERALA,1948,3039.2
KERALA,1949,2942.6
KERALA,1950,3146.6
KERALA,1951,2705.5
KERALA,1952,2334.8
KERALA,1953,2544.9
KERALA,1954,2938
KERALA,1955,3134.7
KERALA,1956,2798.4
KERALA,1957,3103.3
KERALA,1958,2923.1
KERALA,1959,3746
KERALA,1960,3385.5
KERALA,1961,4257.8
KERALA,1962,3375.8
KERALA,1963,2651.1
KERALA,1964,2869.1
KERALA,1965,2342.4
KERALA,1966,2621.7
KERALA,1967,2569.1
KERALA,1968,3392.7
KERALA,1969,2665
KERALA,1970,2703.5
KERALA,1971,3076.8
KERALA,1972,2739.4
KERALA,1973,2412.5
KERALA,1974,2767.4
KERALA,1975,3498.4
KERALA,1976,2068.8
KERALA,1977,3047.6
KERALA,1978,3176.7
KERALA,1979,2503
KERALA,1980,2803.4
KERALA,1981,3005.9
KERALA,1982,2223.3
KERALA,1983,2320.3
KERALA,1984,2762.1
KERALA,1985,2390.5
KERALA,1986,2093.2
KERALA,1987,2137.6
KERALA,1988,2403.5
KERALA,1989,2422.7
KERALA,1990,2693.1
KERALA,1991,3184.5
KERALA,1992,3239.5
KERALA,1993,2717.7
LAKSHADWEEP,1901,1459.2
LAKSHADWEEP,1902,2158.8
LAKSHADWEEP,1903,NA
LAKSHADWEEP,1904,1176.9
LAKSHADWEEP,1905,1574.9
LAKSHADWEEP,1906,1811.6
LAKSHADWEEP,1907,1458.8
LAKSHADWEEP,1908,1959.1
LAKSHADWEEP,1909,1463.5
LAKSHADWEEP,1910,1849.2
LAKSHADWEEP,1911,1687.7
LAKSHADWEEP,1912,1654.9
LAKSHADWEEP,1913,1518.5
LAKSHADWEEP,1914,2034
LAKSHADWEEP,1915,1545.5
LAKSHADWEEP,1916,1398.5
LAKSHADWEEP,1917,NA
LAKSHADWEEP,1919,1926.5
LAKSHADWEEP,1920,NA
LAKSHADWEEP,1921,NA
LAKSHADWEEP,1922,1928.5
LAKSHADWEEP,1923,1572.2
LAKSHADWEEP,1924,1972
LAKSHADWEEP,1925,1676.9
LAKSHADWEEP,1926,1836.2
LAKSHADWEEP,1927,NA
LAKSHADWEEP,1928,NA
LAKSHADWEEP,1929,NA
LAKSHADWEEP,1930,1258.4
LAKSHADWEEP,1931,NA
LAKSHADWEEP,1932,1893.7
LAKSHADWEEP,1933,2314.1
LAKSHADWEEP,1934,1087.9
LAKSHADWEEP,1935,1529.2
LAKSHADWEEP,1936,1744.1
LAKSHADWEEP,1937,1443.6
LAKSHADWEEP,1938,1547.6
LAKSHADWEEP,1939,1207.3
LAKSHADWEEP,1940,1406.7
LAKSHADWEEP,1941,1163.4
LAKSHADWEEP,1942,1786.2
LAKSHADWEEP,1943,NA
LAKSHADWEEP,1944,1668.1
LAKSHADWEEP,1945,1321.3
LAKSHADWEEP,1946,NA
LAKSHADWEEP,1947,1755.9
LAKSHADWEEP,1948,1325.3
LAKSHADWEEP,1949,NA
LAKSHADWEEP,1950,1494.1
LAKSHADWEEP,1951,1715.3
LAKSHADWEEP,1952,1124.5
LAKSHADWEEP,1953,1606.2
LAKSHADWEEP,1954,1555.5
LAKSHADWEEP,1955,1548.3
LAKSHADWEEP,1956,1287.4
LAKSHADWEEP,1957,1347.2
LAKSHADWEEP,1958,992.6
LAKSHADWEEP,1959,1583.6
LAKSHADWEEP,1960,1901.8
LAKSHADWEEP,1961,2235.3
LAKSHADWEEP,1962,1586.6
LAKSHADWEEP,1963,1902.1
LAKSHADWEEP,1964,1651.7
LAKSHADWEEP,1965,1405.9
LAKSHADWEEP,1966,1741.5
LAKSHADWEEP,1967,1287.3
LAKSHADWEEP,1968,1344.4
LAKSHADWEEP,1969,1416.1
LAKSHADWEEP,1970,1783
LAKSHADWEEP,1971,1901.4
LAKSHADWEEP,1972,1287.6
LAKSHADWEEP,1973,1557.4
LAKSHADWEEP,1974,1511.3
LAKSHADWEEP,1975,1890.5
LAKSHADWEEP,1976,1502.1
LAKSHADWEEP,1977,1848.2
LAKSHADWEEP,1978,1967.4
LAKSHADWEEP,1979,1825.4
LAKSHADWEEP,1980,1211.7
LAKSHADWEEP,1981,1617.4
LAKSHADWEEP,1982,1392
LAKSHADWEEP,1983,1403.2
LAKSHADWEEP,1984,1591.6
LAKSHADWEEP,1985,1303.4
LAKSHADWEEP,1986,1465.9
LAKSHADWEEP,1987,1288.6
LAKSHADWEEP,1988,1450.8
LAKSHADWEEP,1989,1714.4
LAKSHADWEEP,1990,1310.5
LAKSHADWEEP,1991,1583
LAKSHADWEEP,1992,1534.9
LAKSHADWEEP,1993,1449.7
